,ws,wd_sin,wd_cos,wp1,index_forecasted_weather
2009-07-01 15:00:00,3.35,0.9828388977133544,-0.18446598911885773,0.0,2
2009-07-01 16:00:00,3.33,0.9937289486199696,-0.11181581585200623,0.0,2
2009-07-01 17:00:00,3.17,0.9991373865891984,-0.0415268915247299,0.0,2
2009-07-01 18:00:00,2.88,0.9999188357864599,-0.012740558835888248,0.005,2
2009-07-01 19:00:00,2.46,0.9974532463970924,-0.07132335698704319,0.0,2
2009-07-01 20:00:00,2.01,0.9752266299092234,-0.22120809279024717,0.0,2
2009-07-01 21:00:00,1.67,0.9093813630590418,-0.41596338362995267,0.0,2
2009-07-01 22:00:00,1.44,0.8228389334246343,-0.5682746603893316,0.005,2
2009-07-01 23:00:00,1.22,0.7051294120334126,-0.7090786361789599,0.015,2
2009-07-02 00:00:00,1.04,0.4188182320446984,-0.9080700900849852,0.0,2
2009-07-02 01:00:00,1.13,-0.1348509302737229,-0.9908658973868822,0.0,2
2009-07-02 02:00:00,1.46,-0.48542010179527384,-0.8742810330626337,0.01,2
2009-07-02 03:00:00,1.59,-0.6059884002657112,-0.7954734808548958,0.01,2
2009-07-02 04:00:00,1.27,-0.5974852016253366,-0.8018799372965575,0.0,2
2009-07-02 05:00:00,0.74,-0.3707195397133164,-0.9287448642521512,0.0,2
2009-07-02 06:00:00,0.56,0.35429103799771605,-0.9351352096860116,0.0,2
2009-07-02 07:00:00,0.79,0.5417082102827399,-0.8405666034956842,0.0,2
2009-07-02 08:00:00,1.02,0.35673799931962524,-0.9342044743210295,0.0,2
2009-07-02 09:00:00,1.17,0.015009267966723756,-0.9998873545930577,0.015,2
2009-07-02 10:00:00,1.27,-0.443384096622577,-0.8963317147474931,0.03,2
2009-07-02 11:00:00,1.49,-0.7590440980264733,-0.6510392132976152,0.01,2
2009-07-02 12:00:00,1.63,-0.8559965110188968,-0.5169815984379672,0.0,2
2009-07-02 13:00:00,1.46,-0.7960020025346223,-0.6052939880428941,0.0,2
2009-07-02 14:00:00,1.19,-0.5168321909896167,-0.8560867282915162,0.0,2
2009-07-02 15:00:00,1.14,-0.0434450198933323,-0.9990558193847169,0.0,2
2009-07-02 16:00:00,1.21,0.2744627476878088,-0.9615977330108771,0.01,2
2009-07-02 17:00:00,1.32,0.48098876891938763,-0.8767267557075077,0.01,2
2009-07-02 18:00:00,1.65,0.6430549704752295,-0.7658200212498375,0.01,2
2009-07-02 19:00:00,2.3,0.742209818804988,-0.6701675796914283,0.01,2
2009-07-02 20:00:00,3.04,0.7748341669786543,-0.6321645463662882,0.01,2
2009-07-02 21:00:00,3.5,0.7631196882501977,-0.6462571789968148,0.08,2
2009-07-02 22:00:00,3.48,0.7071067811865476,-0.7071067811865475,0.025,2
2009-07-02 23:00:00,3.18,0.6261956650853963,-0.7796659470749369,0.08,2
2009-07-03 00:00:00,2.81,0.5807029557109399,-0.8141155183563191,0.201,2
2009-07-03 01:00:00,2.5,0.6607880278916781,-0.7505725695727408,0.12,2
2009-07-03 02:00:00,2.38,0.8160367224686533,-0.5780000584624694,0.035,2
2009-07-03 03:00:00,2.45,0.9273145604459575,-0.37428292237947564,0.05,2
2009-07-03 04:00:00,2.54,0.970337934833442,-0.24175254336443072,0.08,2
2009-07-03 05:00:00,2.54,0.9842881944068098,-0.1765693924534549,0.065,2
2009-07-03 06:00:00,2.45,0.988334944874706,-0.1522958854976457,0.14,2
2009-07-03 07:00:00,2.3,0.9887563810470059,-0.14953534344370945,0.08,2
2009-07-03 08:00:00,2.32,0.9876883405951378,-0.1564344650402308,0.055,2
2009-07-03 09:00:00,2.74,0.9873031509726462,-0.158847373536625,0.025,2
2009-07-03 10:00:00,3.7,0.9881749191102805,-0.15333078373696055,0.04,2
2009-07-03 11:00:00,4.84,0.9878516167932261,-0.1554000746428688,0.1,2
2009-07-03 12:00:00,5.7,0.9851093261547739,-0.1719291002794096,0.175,2
2009-07-02 01:00:00,1.27,0.5309549546945644,-0.8474000448933744,0.0,3
2009-07-02 02:00:00,1.59,0.28635733309893113,-0.9581228928381097,0.01,3
2009-07-02 03:00:00,1.46,0.07880708073765363,-0.9968898856070358,0.01,3
2009-07-02 04:00:00,1.1,-0.24412280216829035,-0.9697443258207298,0.0,3
2009-07-02 05:00:00,0.81,-0.6939046988302457,-0.7200668503280135,0.0,3
2009-07-02 06:00:00,0.68,-0.9178239270885163,-0.3969877061872493,0.0,3
2009-07-02 07:00:00,0.49,-0.7854249711970815,-0.6189568762200348,0.0,3
2009-07-02 08:00:00,0.57,-0.07845909572784482,-0.996917333733128,0.0,3
2009-07-02 09:00:00,0.88,0.12706460860135066,-0.9918944425900296,0.015,3
2009-07-02 10:00:00,1.08,-0.08802505332450367,-0.9961182610449516,0.03,3
2009-07-02 11:00:00,1.28,-0.3411999766886714,-0.9399907318200803,0.01,3
2009-07-02 12:00:00,1.44,-0.4038646529350574,-0.9148187482281097,0.0,3
2009-07-02 13:00:00,1.51,-0.20022300402084486,-0.9797503501713427,0.0,3
2009-07-02 14:00:00,1.67,0.14660099029627124,-0.9891957084642818,0.0,3
2009-07-02 15:00:00,1.98,0.40338559961958514,-0.9150300858548575,0.0,3
2009-07-02 16:00:00,2.26,0.5154868160383729,-0.8568975099103864,0.01,3
2009-07-02 17:00:00,2.52,0.5561505728779566,-0.8310815485182671,0.01,3
2009-07-02 18:00:00,2.9,0.5658307503240749,-0.8245214139048751,0.01,3
2009-07-02 19:00:00,3.46,0.5653989543781714,-0.8248175691557924,0.01,3
2009-07-02 20:00:00,4.02,0.5630934276548827,-0.8263932427917567,0.01,3
2009-07-02 21:00:00,4.33,0.5623720491861977,-0.8268843197776318,0.08,3
2009-07-02 22:00:00,4.21,0.5662623911442695,-0.8242250326067356,0.025,3
2009-07-02 23:00:00,3.8,0.581555176926339,-0.813506961365528,0.08,3
2009-07-03 00:00:00,3.27,0.6200529326616324,-0.7845599790313734,0.201,3
2009-07-03 01:00:00,2.83,0.6922691342517265,-0.7216394153331461,0.12,3
2009-07-03 02:00:00,2.54,0.7860727105462979,-0.6181340418828234,0.035,3
2009-07-03 03:00:00,2.44,0.8711281189831694,-0.49105580163240603,0.05,3
2009-07-03 04:00:00,2.49,0.9247454348509005,-0.3805862329649074,0.08,3
2009-07-03 05:00:00,2.64,0.9500265497824439,-0.3121691123549311,0.065,3
2009-07-03 06:00:00,2.83,0.9572690373865173,-0.28919887631367214,0.14,3
2009-07-03 07:00:00,3.05,0.954083620325553,-0.29954039030902996,0.08,3
2009-07-03 08:00:00,3.33,0.9497537691320669,-0.31299804794827807,0.055,3
2009-07-03 09:00:00,3.74,0.9530322166342926,-0.3028689387459976,0.025,3
2009-07-03 10:00:00,4.3,0.9638167859445895,-0.2665655700412963,0.04,3
2009-07-03 11:00:00,4.88,0.9694025209142288,-0.24547658227443644,0.1,3
2009-07-03 12:00:00,5.28,0.962265500741616,-0.27211230417327154,0.175,3
2009-07-03 13:00:00,5.42,0.9332046326338986,-0.3593453960058906,0.13,3
2009-07-03 14:00:00,5.49,0.8867689405912196,-0.46221298770450636,0.095,3
2009-07-03 15:00:00,5.66,0.8528224988104043,-0.5222009053255059,0.095,3
2009-07-03 16:00:00,5.95,0.8624253365177699,-0.5061842934467756,0.19,3
2009-07-03 17:00:00,6.33,0.8941542368393682,-0.4477590878387696,0.221,3
2009-07-03 18:00:00,6.71,0.9207774108961272,-0.3900883997037396,0.226,3
2009-07-03 19:00:00,7.0,0.9326390231430941,-0.36081082648764184,0.301,3
2009-07-03 20:00:00,7.14,0.9351352096860117,-0.3542910379977159,0.421,3
2009-07-03 21:00:00,7.16,0.9330791405761253,-0.3596711239753886,0.486,3
2009-07-03 22:00:00,7.05,0.9293904770216437,-0.36909801031905,0.476,3
2009-07-03 23:00:00,6.77,0.9251434767008611,-0.3796176333073102,0.476,3
2009-07-04 00:00:00,6.27,0.9207093136027443,-0.3902490997365189,0.521,3
2009-07-02 13:00:00,2.22,0.17794354547384186,-0.9840406976462909,0.0,4
2009-07-02 14:00:00,2.4,0.3061937968205268,-0.9519692005462309,0.0,4
2009-07-02 15:00:00,2.52,0.3632512304729784,-0.9316912275855489,0.0,4
2009-07-02 16:00:00,2.57,0.386871910179266,-0.9221334638295294,0.01,4
2009-07-02 17:00:00,2.63,0.40625825606000243,-0.9137582992143412,0.01,4
2009-07-02 18:00:00,2.76,0.44494781447715415,-0.8955564987157449,0.01,4
2009-07-02 19:00:00,3.04,0.5094920294229281,-0.8604753755654523,0.01,4
2009-07-02 20:00:00,3.39,0.5805608569041806,-0.8142168577416483,0.01,4
2009-07-02 21:00:00,3.69,0.648119901063131,-0.7615383075367366,0.08,4
2009-07-02 22:00:00,3.85,0.7109222285813256,-0.7032706341864143,0.025,4
2009-07-02 23:00:00,3.83,0.7641338847746861,-0.645057676598881,0.08,4
2009-07-03 00:00:00,3.62,0.8025051825423839,-0.5966451474642319,0.201,4
2009-07-03 01:00:00,3.21,0.8245214139048752,-0.5658307503240748,0.12,4
2009-07-03 02:00:00,2.77,0.843766346142456,-0.5367106791534979,0.035,4
2009-07-03 03:00:00,2.52,0.8761384629036902,-0.48205953348187086,0.05,4
2009-07-03 04:00:00,2.63,0.9197530075677777,-0.3924976497636993,0.08,4
2009-07-03 05:00:00,2.98,0.951969200546231,-0.3061937968205264,0.065,4
2009-07-03 06:00:00,3.35,0.970084240161046,-0.2427685461322494,0.14,4
2009-07-03 07:00:00,3.56,0.980167547111589,-0.19817058204801954,0.08,4
2009-07-03 08:00:00,3.69,0.9850793038620546,-0.17210103167224158,0.055,4
2009-07-03 09:00:00,3.87,0.9852291152350593,-0.17124132238785755,0.025,4
2009-07-03 10:00:00,4.19,0.9798201814932873,-0.19988099444034596,0.04,4
2009-07-03 11:00:00,4.59,0.9666448182285092,-0.25612066568703973,0.1,4
2009-07-03 12:00:00,4.99,0.9412349785144077,-0.33775244665432463,0.175,4
2009-07-03 13:00:00,5.34,0.8984877864990888,-0.4389985165259307,0.13,4
2009-07-03 14:00:00,5.68,0.8462861576940649,-0.532728579386742,0.095,4
2009-07-03 15:00:00,6.01,0.8037530322133571,-0.5949630771802853,0.095,4
2009-07-03 16:00:00,6.31,0.788010753606722,-0.6156614753256583,0.19,4
2009-07-03 17:00:00,6.54,0.7984253883230625,-0.6020937628651926,0.221,4
2009-07-03 18:00:00,6.75,0.8282559840976043,-0.5603499128281445,0.226,4
2009-07-03 19:00:00,6.95,0.8675051194719098,-0.4974282538115698,0.301,4
2009-07-03 20:00:00,7.11,0.8999386178498899,-0.43601660989282254,0.421,4
2009-07-03 21:00:00,7.14,0.9160130102427778,-0.40114855735246596,0.486,4
2009-07-03 22:00:00,6.94,0.9123346263296233,-0.40944539269600605,0.476,4
2009-07-03 23:00:00,6.52,0.896099436520778,-0.44385335401137194,0.476,4
2009-07-04 00:00:00,5.93,0.8786504992963228,-0.4774654962259814,0.521,4
2009-07-04 01:00:00,5.2,0.8747888843334528,-0.48450429084439794,0.476,4
2009-07-04 02:00:00,4.48,0.8851501136717069,-0.4653055730022629,0.501,4
2009-07-04 03:00:00,3.94,0.9013039611597456,-0.43318722233896945,0.662,4
2009-07-04 04:00:00,3.71,0.9104672350078648,-0.4135812060250484,0.747,4
2009-07-04 05:00:00,3.64,0.9098164601920701,-0.4150108537900802,0.622,4
2009-07-04 06:00:00,3.54,0.9008498344490616,-0.4341308279460216,0.406,4
2009-07-04 07:00:00,3.3,0.8828656411661311,-0.4696256590608272,0.19,4
2009-07-04 08:00:00,3.09,0.8520011757564234,-0.5235398709837409,0.11,4
2009-07-04 09:00:00,3.13,0.8112679583206136,-0.5846745246736026,0.075,4
2009-07-04 10:00:00,3.6,0.778571842519217,-0.6275554844284541,0.135,4
2009-07-04 11:00:00,4.39,0.766605089368701,-0.6421188651285726,0.11,4
2009-07-04 12:00:00,5.35,0.7725119636778646,-0.6350002094287605,0.201,4
2009-07-03 01:00:00,2.97,0.692898619765753,-0.7210350218447884,0.12,1
2009-07-03 02:00:00,2.86,0.7416247047263983,-0.6708150246822759,0.035,1
2009-07-03 03:00:00,2.93,0.8105530383532606,-0.5856652388662806,0.05,1
2009-07-03 04:00:00,3.14,0.8730923192316902,-0.4875549221355769,0.08,1
2009-07-03 05:00:00,3.41,0.9169904655764336,-0.3989091200285042,0.065,1
2009-07-03 06:00:00,3.63,0.9443763702374811,-0.3288666467385832,0.14,1
2009-07-03 07:00:00,3.72,0.9604882241787498,-0.27832062664120266,0.08,1
2009-07-03 08:00:00,3.77,0.9667787901837611,-0.2556144965584369,0.055,1
2009-07-03 09:00:00,3.95,0.9616934799974726,-0.2741270700429835,0.025,1
2009-07-03 10:00:00,4.35,0.9427579542359963,-0.33347779495006724,0.04,1
2009-07-03 11:00:00,4.87,0.9132612792957806,-0.40737431894884363,0.1,1
2009-07-03 12:00:00,5.37,0.877648571535067,-0.47930468898442496,0.175,1
2009-07-03 13:00:00,5.71,0.8385754977282645,-0.5447854023464593,0.13,1
2009-07-03 14:00:00,5.96,0.8031295477428815,-0.5958044390085682,0.095,1
2009-07-03 15:00:00,6.21,0.7832596234234375,-0.6216947501101927,0.095,1
2009-07-03 16:00:00,6.52,0.788010753606722,-0.6156614753256583,0.19,1
2009-07-03 17:00:00,6.85,0.8101439693903139,-0.586230968868505,0.221,1
2009-07-03 18:00:00,7.14,0.839809417029283,-0.5428813342425173,0.226,1
2009-07-03 19:00:00,7.32,0.8699256439656697,-0.4931829011339655,0.301,1
2009-07-03 20:00:00,7.41,0.8939196681711976,-0.44822720450313575,0.421,1
2009-07-03 21:00:00,7.38,0.9071174850881423,-0.42087749791045365,0.486,1
2009-07-03 22:00:00,7.23,0.9072643437821236,-0.42056082853921684,0.476,1
2009-07-03 23:00:00,6.88,0.9000147033970147,-0.435859534333234,0.476,1
2009-07-04 00:00:00,6.3,0.8930574868074332,-0.44994257995569975,0.521,1
2009-07-04 01:00:00,5.45,0.8943885603700835,-0.4472908484187101,0.476,1
2009-07-04 02:00:00,4.54,0.9029606324284815,-0.42972327873220545,0.501,1
2009-07-04 03:00:00,3.84,0.9116903457277413,-0.4108779788536148,0.662,1
2009-07-04 04:00:00,3.5,0.910755747259856,-0.4129454792501565,0.747,1
2009-07-04 05:00:00,3.38,0.9039333185479418,-0.427673421688682,0.622,1
2009-07-04 06:00:00,3.21,0.9017570994801264,-0.43224314168901445,0.406,1
2009-07-04 07:00:00,2.87,0.9111157633362641,-0.4121505377895034,0.19,1
2009-07-04 08:00:00,2.62,0.9146071597986136,-0.4043435955287448,0.11,1
2009-07-04 09:00:00,2.84,0.8827836625797102,-0.4697797410301475,0.075,1
2009-07-04 10:00:00,3.8,0.8174466055638453,-0.576004381104994,0.135,1
2009-07-04 11:00:00,5.13,0.7689534235222643,-0.6393048040280859,0.11,1
2009-07-04 12:00:00,6.26,0.7491869731859355,-0.6623585729863367,0.201,1
2009-07-04 13:00:00,6.75,0.7521849370641114,-0.658952062333717,0.386,1
2009-07-04 14:00:00,6.73,0.7648089684872909,-0.6442571239197951,0.461,1
2009-07-04 15:00:00,6.52,0.7754957431722345,-0.6313527954493777,0.451,1
2009-07-04 16:00:00,6.35,0.7739507437561497,-0.6332458023858529,0.376,1
2009-07-04 17:00:00,6.29,0.7593848772977247,-0.6506416895123763,0.266,1
2009-07-04 18:00:00,6.36,0.7350329451469042,-0.6780313927456959,0.241,1
2009-07-04 19:00:00,6.54,0.7061187849173314,-0.7080933989149112,0.236,1
2009-07-04 20:00:00,6.55,0.6821259949753204,-0.731234659311858,0.226,1
2009-07-04 21:00:00,6.1,0.6709444523936376,-0.7415076141228772,0.271,1
2009-07-04 22:00:00,5.0,0.6830188573425392,-0.7304007396727443,0.271,1
2009-07-04 23:00:00,3.65,0.7390434992091339,-0.6736577070565726,0.296,1
2009-07-05 00:00:00,2.65,0.8619832790595043,-0.5069367086943148,0.19,1
2009-07-03 13:00:00,4.74,0.7860727105462979,-0.6181340418828234,0.13,2
2009-07-03 14:00:00,5.3,0.7372773368101241,-0.6755902076156602,0.095,2
2009-07-03 15:00:00,5.97,0.7403354663577779,-0.6722376047595161,0.095,2
2009-07-03 16:00:00,6.66,0.7700680491484483,-0.6379617540893051,0.19,2
2009-07-03 17:00:00,7.26,0.8065477949867327,-0.5911688882223416,0.221,2
2009-07-03 18:00:00,7.62,0.8399988671959226,-0.5425881523859203,0.226,2
2009-07-03 19:00:00,7.67,0.8675051194719098,-0.4974282538115698,0.301,2
2009-07-03 20:00:00,7.52,0.8889372138718589,-0.4580290709046065,0.421,2
2009-07-03 21:00:00,7.35,0.9022092489132824,-0.43129858703145646,0.486,2
2009-07-03 22:00:00,7.28,0.9056428219842818,-0.4240413647138054,0.476,2
2009-07-03 23:00:00,7.17,0.902885617815122,-0.4298808685468632,0.476,2
2009-07-04 00:00:00,6.81,0.8987940462991669,-0.4383711467890775,0.521,2
2009-07-04 01:00:00,6.07,0.8974894185934714,-0.4410359889087881,0.476,2
2009-07-04 02:00:00,5.17,0.8993289467746286,-0.4372727358219779,0.501,2
2009-07-04 03:00:00,4.39,0.9033352928633008,-0.42893513340314576,0.662,2
2009-07-04 04:00:00,3.95,0.9076310068330553,-0.41976893100277723,0.747,2
2009-07-04 05:00:00,3.68,0.9108998369353988,-0.4126275403691129,0.622,2
2009-07-04 06:00:00,3.38,0.9132612792957806,-0.40737431894884363,0.406,2
2009-07-04 07:00:00,2.91,0.9146071597986136,-0.4043435955287448,0.19,2
2009-07-04 08:00:00,2.52,0.909671538649221,-0.4153284143561079,0.11,2
2009-07-04 09:00:00,2.57,0.8914023663176305,-0.45321277709628727,0.075,2
2009-07-04 10:00:00,3.27,0.8662870844473876,-0.4995464816407427,0.135,2
2009-07-04 11:00:00,4.37,0.847770514842588,-0.5303632285175257,0.11,2
2009-07-04 12:00:00,5.47,0.8347517735346013,-0.5506264401396266,0.201,2
2009-07-04 13:00:00,6.25,0.8235325976284273,-0.5672689491267566,0.386,2
2009-07-04 14:00:00,6.68,0.8127958507284402,-0.5825486289046016,0.461,2
2009-07-04 15:00:00,6.78,0.802713402092529,-0.5963649839662267,0.451,2
2009-07-04 16:00:00,6.61,0.7928217937073552,-0.6094535285176811,0.376,2
2009-07-04 17:00:00,6.37,0.779009769128088,-0.6270117858565365,0.266,2
2009-07-04 18:00:00,6.29,0.7568810007132414,-0.6535527145986942,0.241,2
2009-07-04 19:00:00,6.49,0.7268144654869029,-0.6868338465444082,0.236,2
2009-07-04 20:00:00,6.64,0.6987899255156996,-0.715326946226523,0.226,2
2009-07-04 21:00:00,6.32,0.6796973829015,-0.7334926500496456,0.271,2
2009-07-04 22:00:00,5.24,0.6754615181562097,-0.7373952383153206,0.271,2
2009-07-04 23:00:00,3.84,0.7041386644636229,-0.7100624910579247,0.296,2
2009-07-05 00:00:00,2.72,0.8084010236174531,-0.5886321304637167,0.19,2
2009-07-05 01:00:00,2.48,0.9431066543775752,-0.3324903584598157,0.12,2
2009-07-05 02:00:00,2.89,0.9915130688200017,-0.13000705503603505,0.195,2
2009-07-05 03:00:00,3.39,0.9988980813746036,-0.0469321108212262,0.281,2
2009-07-05 04:00:00,3.62,0.9996885600862851,-0.024955617255638978,0.221,2
2009-07-05 05:00:00,3.62,0.9994444140490196,-0.03332961485243781,0.14,2
2009-07-05 06:00:00,3.56,0.9982294618048926,-0.05948059838900749,0.216,2
2009-07-05 07:00:00,3.56,0.9960099747657771,-0.08924197536516056,0.281,2
2009-07-05 08:00:00,3.6,0.9950208402067733,-0.09966708360440277,0.206,2
2009-07-05 09:00:00,3.61,0.9976485293539165,-0.06853766758482223,0.185,2
2009-07-05 10:00:00,3.58,0.9998596355767804,0.01675437686898127,0.246,2
2009-07-05 11:00:00,3.56,0.992630990608929,0.12117638582965042,0.266,2
2009-07-05 12:00:00,3.58,0.9813262504681156,0.1923506957153764,0.165,2
2009-07-04 01:00:00,5.91,0.9242131349760533,-0.38187704976567466,0.476,3
2009-07-04 02:00:00,5.38,0.9046783723333295,-0.426095109843234,0.501,3
2009-07-04 03:00:00,4.89,0.8961768898962448,-0.4436969483959677,0.662,3
2009-07-04 04:00:00,4.45,0.8981810887869784,-0.43962567230023986,0.747,3
2009-07-04 05:00:00,4.06,0.904529581968324,-0.42641087620299856,0.622,3
2009-07-04 06:00:00,3.7,0.9053465645895185,-0.42467351928976804,0.406,3
2009-07-04 07:00:00,3.4,0.8904512053274407,-0.4550787304751871,0.19,3
2009-07-04 08:00:00,3.28,0.8626902557625368,-0.5057326592305157,0.11,3
2009-07-04 09:00:00,3.52,0.8397146535714335,-0.5430279003673821,0.075,3
2009-07-04 10:00:00,4.17,0.837241833837739,-0.5468328004719722,0.135,3
2009-07-04 11:00:00,5.05,0.8411334180111025,-0.5408276741300873,0.11,3
2009-07-04 12:00:00,5.88,0.838385280663431,-0.5450780872195287,0.201,3
2009-07-04 13:00:00,6.46,0.8243238514841257,-0.5661185281143668,0.386,3
2009-07-04 14:00:00,6.75,0.8018799372965574,-0.5974852016253366,0.461,3
2009-07-04 15:00:00,6.77,0.7740612542099053,-0.6331107128543856,0.451,3
2009-07-04 16:00:00,6.56,0.7439617679101664,-0.6682221845224683,0.376,3
2009-07-04 17:00:00,6.34,0.7190972750040681,-0.6949094250920215,0.266,3
2009-07-04 18:00:00,6.32,0.7137396022764213,-0.7004111507838063,0.241,3
2009-07-04 19:00:00,6.63,0.7343225094356854,-0.6788007455329418,0.236,3
2009-07-04 20:00:00,6.87,0.7615383075367367,-0.6481199010631309,0.226,3
2009-07-04 21:00:00,6.53,0.7804304073383299,-0.6252426563357049,0.271,3
2009-07-04 22:00:00,5.3,0.7859648138317787,-0.6182712280369977,0.271,3
2009-07-04 23:00:00,3.68,0.7930344848157802,-0.6091767443796341,0.296,3
2009-07-05 00:00:00,2.45,0.8480480961564261,-0.5299192642332048,0.19,3
2009-07-05 01:00:00,2.22,0.954448865813652,-0.2983745340122602,0.12,3
2009-07-05 02:00:00,2.74,0.9959474293972129,-0.08993729969864381,0.195,3
2009-07-05 03:00:00,3.35,0.9992290362407229,0.039259815759068666,0.281,3
2009-07-05 04:00:00,3.62,0.986685944207868,0.16263716519488372,0.221,3
2009-07-05 05:00:00,3.63,0.9600010003874067,0.2799965700775252,0.14,3
2009-07-05 06:00:00,3.53,0.9351970308940077,0.35412782071877985,0.216,3
2009-07-05 07:00:00,3.39,0.9390342578600211,0.3438235922174035,0.281,3
2009-07-05 08:00:00,3.29,0.9672234489274104,0.25392676078933696,0.206,3
2009-07-05 09:00:00,3.33,0.9935915982315634,0.11302980104223641,0.185,3
2009-07-05 10:00:00,3.55,0.9994444140490196,-0.03332961485243781,0.246,3
2009-07-05 11:00:00,3.87,0.9859377637269815,-0.16711291409414988,0.266,3
2009-07-05 12:00:00,4.18,0.9559468429275256,-0.29353983289648555,0.165,3
2009-07-05 13:00:00,4.45,0.9077042565081084,-0.4196105131155108,0.025,3
2009-07-05 14:00:00,4.7,0.8475853315058322,-0.5306591239356473,0.01,3
2009-07-05 15:00:00,4.97,0.7923961217076407,-0.6100068739798674,0.0,3
2009-07-05 16:00:00,5.24,0.758703110658978,-0.6514365585967605,0.01,3
2009-07-05 17:00:00,5.5,0.7472184209116278,-0.6645785367060341,0.035,3
2009-07-05 18:00:00,5.77,0.7525298604334788,-0.6585581289119199,0.03,3
2009-07-05 19:00:00,6.01,0.767724630032263,-0.6407799095179443,0.02,3
2009-07-05 20:00:00,5.99,0.7828254077698098,-0.6222414169356063,0.045,3
2009-07-05 21:00:00,5.39,0.790048027880535,-0.6130449523828392,0.07,3
