,hours,u,v,ws,wd_sin,wd_cos,month_sin,month_cos,hour_sin,hour_cos,wp1,index_forecasted_weather
2009-07-03 08:00:00,8,0.6638377565993142,-0.2577088302121766,-0.06147644439744442,0.9580697007355241,-0.28604361969977704,0.3106623443093571,-1.3350292694426202,1.2247448713915892,-0.707106781186547,0.055,1
2009-07-03 09:00:00,9,0.7130945548879037,-0.2991627628246341,0.03765724795105759,0.950337008636952,-0.31363822326643687,0.3106623443093571,-1.3350292694426202,1.0000000000000002,-0.9999999999999997,0.025,1
2009-07-03 10:00:00,10,0.8116081514650825,-0.4269790550463779,0.25016513221626063,0.9215437619962902,-0.4021056492875669,0.3106623443093571,-1.3350292694426202,0.707106781186548,-1.2247448713915885,0.04,1
2009-07-03 11:00:00,11,0.9265406808051246,-0.6135217518024365,0.5123083808841948,0.876691295403525,-0.5122548560633067,0.3106623443093571,-1.3350292694426202,0.36602540378443904,-1.3660254037844384,0.1,1
2009-07-03 12:00:00,12,1.0119191311720128,-0.8138824260959808,0.7514622881097747,0.8225388260708703,-0.6194733390684871,0.3106623443093571,-1.3350292694426202,1.602146480040958e-16,-1.4142135623730947,0.175,1
2009-07-03 13:00:00,1,0.6901080490198953,-0.9382442239333533,0.4481402332849467,0.6832891223660484,-0.8264105841708553,0.3106623443093571,-1.3350292694426202,-0.3660254037844381,-1.3660254037844386,0.13,2
2009-07-03 14:00:00,2,0.7492162069662027,-1.1627863589174978,0.7186719363408246,0.6090911703996285,-0.9120540046915852,0.3106623443093571,-1.3350292694426202,-0.7071067811865472,-1.224744871391589,0.095,2
2009-07-03 15:00:00,3,0.9166893211474066,-1.3113296174454703,1.0241871724866236,0.613741343805631,-0.9070566580607143,0.3106623443093571,-1.3350292694426202,-0.9999999999999996,-1.0000000000000002,0.095,2
2009-07-03 16:00:00,4,1.1498381663800632,-1.3942374826703854,1.3213794583842617,0.6589525304576209,-0.8559655165754942,0.3106623443093571,-1.3350292694426202,-1.2247448713915887,-0.7071067811865479,0.19,2
2009-07-03 17:00:00,5,1.3862707981652924,-1.4080554602078712,1.567507146206335,0.7144234126787697,-0.7862166734757164,0.3106623443093571,-1.3350292694426202,-1.3660254037844386,-0.36602540378443954,0.221,2
2009-07-03 18:00:00,6,1.566879058556787,-1.3562380444422992,1.71031783921303,0.7652889119866012,-0.713802854429882,0.3106623443093571,-1.3350292694426202,-1.4142135623730951,-1.0596794152334023e-16,0.226,2
2009-07-03 19:00:00,7,1.6489737223711027,-1.2422397297580412,1.7298835104179058,0.8071147538417057,-0.6464880913414324,0.3106623443093571,-1.3350292694426202,-1.366025403784439,0.3660254037844381,0.301,2
2009-07-03 20:00:00,8,1.6588250820288204,-1.1144234375362974,1.6709929652207527,0.839704267745732,-0.5877601768202277,0.3106623443093571,-1.3350292694426202,-1.2247448713915896,0.7071067811865467,0.421,2
2009-07-03 21:00:00,9,1.6424061492659574,-1.0211520891582682,1.6035357448656578,0.8598856444439527,-0.5479160618871907,0.3106623443093571,-1.3350292694426202,-1.0000000000000002,0.9999999999999999,0.486,2
2009-07-03 22:00:00,10,1.6325547896082393,-0.9935161340832965,1.5755327146717788,0.8651067150145495,-0.5370985397842877,0.3106623443093571,-1.3350292694426202,-0.7071067811865482,1.2247448713915887,0.476,2
2009-07-03 23:00:00,11,1.5898655644247952,-0.9900616396989251,1.5312545290592765,0.860914126930051,-0.5458028289763729,0.3106623443093571,-1.3350292694426202,-0.3660254037844398,1.3660254037844384,0.476,2
2009-07-04 00:00:00,12,1.4749330350847534,-0.9555166958552105,1.3839171868355749,0.8546925078796584,-0.5584583283568405,0.3106623443093571,-1.3350292694426202,-1.297656324300289e-17,1.414213562373095,0.521,2
2009-07-04 01:00:00,1,1.25820312261496,-0.7067931001804657,0.9975509690186946,0.8933446213131003,-0.474248955061521,0.3106623443093571,-1.3350292694426202,0.36602540378443865,1.3660254037844388,0.476,3
2009-07-04 02:00:00,2,1.064459716013175,-0.7171565833335802,0.7561291368371236,0.863640178673168,-0.5401598258189305,0.3106623443093571,-1.3350292694426202,0.7071067811865475,1.2247448713915892,0.501,3
2009-07-04 03:00:00,3,0.9068379614896888,-0.6757026507211226,0.5221040300806353,0.8507128755865939,-0.5663968996278468,0.3106623443093571,-1.3350292694426202,1.0,1.0000000000000002,0.662,3
2009-07-04 04:00:00,4,0.7787702859393564,-0.6031582686493221,0.30174658660806286,0.8537604483714616,-0.5603283079236298,0.3106623443093571,-1.3350292694426202,1.2247448713915892,0.7071067811865478,0.747,3
2009-07-04 05:00:00,5,0.6704053297044597,-0.5237048978087786,0.09712952607379322,0.8634139289386044,-0.5406305030872565,0.3106623443093571,-1.3350292694426202,1.3660254037844386,0.36602540378443904,0.622,3
2009-07-04 06:00:00,6,0.5653241600221355,-0.4684329876588354,-0.1006660069010697,0.8646562278010445,-0.538040821252129,0.3106623443093571,-1.3350292694426202,1.4142135623730951,2.4041448097085706e-16,0.406,3
2009-07-04 07:00:00,7,0.4569592037872388,-0.4615239988900925,-0.2729785831895348,0.8420064340516242,-0.583362437380896,0.3106623443093571,-1.3350292694426202,1.3660254037844388,-0.36602540378443826,0.19,3
2009-07-04 08:00:00,8,0.3945672592883589,-0.4995234371181784,-0.34402438902916255,0.7997933010301234,-0.6588665310858538,0.3106623443093571,-1.3350292694426202,1.2247448713915892,-0.707106781186547,0.11,3
2009-07-04 09:00:00,9,0.4339726979192305,-0.5858857967274648,-0.2031758490201033,0.7648567384577731,-0.7144583371064428,0.3106623443093571,-1.3350292694426202,1.0000000000000002,-0.9999999999999997,0.075,3
2009-07-04 10:00:00,10,0.6112971717581523,-0.7137020889492086,0.15580145615383206,0.7610965836362462,-0.7201298721895878,0.3106623443093571,-1.3350292694426202,0.707106781186548,-1.2247448713915885,0.135,3
2009-07-04 11:00:00,11,0.860864949753672,-0.8691543362459242,0.599758912497422,0.767014103135732,-0.7111787082193084,0.3106623443093571,-1.3350292694426202,0.36602540378443904,-1.3660254037844384,0.11,3
2009-07-04 12:00:00,12,1.0841624353286106,-1.034970066695754,0.9841821632817837,0.7628353020054828,-0.7175143192188047,0.3106623443093571,-1.3350292694426202,1.602146480040958e-16,-1.4142135623730947,0.201,3
2009-07-04 13:00:00,1,1.074311075670893,-1.5013268085859002,1.3381244586127705,0.6011691048454264,-0.9204637583422344,0.3106623443093571,-1.3350292694426202,-0.3660254037844381,-1.3660254037844386,0.386,4
2009-07-04 14:00:00,2,1.1038651546440466,-1.4978723142015289,1.3589855738099625,0.6123129858238804,-0.9085965056549947,0.3106623443093571,-1.3350292694426202,-0.7071067811865472,-1.224744871391589,0.461,4
2009-07-04 15:00:00,3,1.0578921429080295,-1.4805998422796716,1.3003773341795595,0.6027948833549424,-0.918748437067816,0.3106623443093571,-1.3350292694426202,-0.9999999999999996,-1.0000000000000002,0.451,4
2009-07-04 16:00:00,4,0.9626623328834234,-1.4495093928203286,1.185567155961117,0.580708712918865,-0.9415990403244645,0.3106623443093571,-1.3350292694426202,-1.2247448713915887,-0.7071067811865479,0.376,4
2009-07-04 17:00:00,5,0.8772838825165351,-1.4184189433609855,1.0770610153548963,0.5603953979267174,-0.9617879648090927,0.3106623443093571,-1.3350292694426202,-1.3660254037844386,-0.36602540378443954,0.266,4
2009-07-04 18:00:00,6,0.8641487363062446,-1.3976919770547567,1.046281931330203,0.5628386159984324,-0.9594000559482028,0.3106623443093571,-1.3350292694426202,-1.4142135623730951,-1.0596794152334023e-16,0.241,4
2009-07-04 19:00:00,7,0.9560947597782783,-1.3907829882860139,1.1294164496557555,0.5991783126019596,-0.9225568591837104,0.3106623443093571,-1.3350292694426202,-1.366025403784439,0.3660254037844381,0.236,4
2009-07-04 20:00:00,8,1.0611759294606025,-1.345874561289185,1.1941544469318015,0.6489012733426327,-0.8677348463546806,0.3106623443093571,-1.3350292694426202,-1.2247448713915896,0.7071067811865467,0.226,4
2009-07-04 21:00:00,9,1.0513245698028844,-1.1973313027612125,1.0682851234765436,0.6969402804102622,-0.8091340175216735,0.3106623443093571,-1.3350292694426202,-1.0000000000000002,0.9999999999999999,0.271,4
2009-07-04 22:00:00,10,0.8510135900959541,-0.9175172576271245,0.6237730066741975,0.745347010021368,-0.7432924761544404,0.3106623443093571,-1.3350292694426202,-0.7071067811865482,1.2247448713915887,0.271,4
2009-07-04 23:00:00,11,0.5653241600221355,-0.5893402911118363,-0.011620642848160563,0.8085644795563371,-0.6440041680651754,0.3106623443093571,-1.3350292694426202,-0.3660254037844398,1.3660254037844384,0.296,4
2009-07-05 00:00:00,12,0.35516182065748736,-0.3267987178996057,-0.5463963323790043,0.8854141711059924,-0.4927108820405494,0.3106623443093571,-1.3350292694426202,-1.297656324300289e-17,1.414213562373095,0.19,4
2009-07-05 01:00:00,1,0.6211485314158702,-0.2784357965184054,-0.12322660435594049,0.947911964039819,-0.32188769793499195,0.3106623443093571,-1.3350292694426202,0.36602540378443865,1.3660254037844388,0.12,1
2009-07-05 02:00:00,2,0.5226349348386914,-0.21970939198409062,-0.3142666253995077,0.9586784331806439,-0.2837795262330003,0.3106623443093571,-1.3350292694426202,0.7071067811865475,1.2247448713915892,0.195,1
2009-07-05 03:00:00,3,0.4865132827603924,-0.15752849306540448,-0.404228293734078,0.9740759607436421,-0.22078876341154738,0.3106623443093571,-1.3350292694426202,1.0,1.0000000000000002,0.281,1
2009-07-05 04:00:00,4,0.4897970693129651,-0.10225658291546118,-0.4103004254114713,0.9886414198394113,-0.1456557772369548,0.3106623443093571,-1.3350292694426202,1.2247448713915892,0.7071067811865478,0.221,1
2009-07-05 05:00:00,5,0.5193511482861187,-0.05734815591863228,-0.36799428480331103,0.9978890665856087,-0.08151937376256312,0.3106623443093571,-1.3350292694426202,1.3660254037844386,0.36602540378443904,0.14,1
2009-07-05 06:00:00,6,0.5554728003644176,-0.03662118961240355,-0.3083419424597322,1.0016612626815857,-0.047117491883487954,0.3106623443093571,-1.3350292694426202,1.4142135623730951,2.4041448097085706e-16,0.216,1
2009-07-05 07:00:00,7,0.578459306232426,-0.03662118961240355,-0.2671151163953466,1.0018122239133556,-0.0455635832098629,0.3106623443093571,-1.3350292694426202,1.3660254037844388,-0.36602540378443826,0.281,1
2009-07-05 08:00:00,8,0.5915944524427166,-0.03662118961240355,-0.24957611271825156,1.00206013679686,-0.042973393785272186,0.3106623443093571,-1.3350292694426202,1.2247448713915892,-0.707106781186547,0.206,1
2009-07-05 09:00:00,9,0.5915944524427166,-0.002076245768689005,-0.25541391867574836,1.0056017688759638,0.0016369611957888946,0.3106623443093571,-1.3350292694426202,1.0000000000000002,-0.9999999999999997,0.185,1
2009-07-05 10:00:00,10,0.5850268793375714,0.08428611384059737,-0.2671151163953466,1.0085130435800145,0.10954058990657199,0.3106623443093571,-1.3350292694426202,0.707106781186548,-1.2247448713915885,0.246,1
2009-07-05 11:00:00,11,0.5817430927849986,0.16719397906551228,-0.2671151163953466,1.0039397416236466,0.2114034573756955,0.3106623443093571,-1.3350292694426202,0.36602540378443904,-1.3660254037844384,0.266,1
2009-07-05 12:00:00,12,0.5948782389952891,0.16719397906551228,-0.24374678579517814,1.0038564514211972,0.21244087557182773,0.3106623443093571,-1.3350292694426202,1.602146480040958e-16,-1.4142135623730947,0.165,1
2009-07-05 13:00:00,1,0.6244323179684428,0.22246588921545554,-0.1859118884993267,0.9972837160361049,0.27637070946996256,0.3106623443093571,-1.3350292694426202,-0.3660254037844381,-1.3660254037844386,0.025,2
2009-07-05 14:00:00,2,0.7590675666239204,0.05319566438125427,0.032209845090878986,1.008422258843064,0.07311969048850257,0.3106623443093571,-1.3350292694426202,-0.7071067811865472,-1.224744871391589,0.01,2
2009-07-05 15:00:00,3,0.798473005254792,-0.11952905483731847,0.11855567530170436,0.9941544195236667,-0.10990101365698064,0.3106623443093571,-1.3350292694426202,-0.9999999999999996,-1.0000000000000002,0.0,2
2009-07-05 16:00:00,4,0.7722027128342109,-0.28189029090277684,0.12389586163386573,0.9596849225773827,-0.2800039631439698,0.3106623443093571,-1.3350292694426202,-1.2247448713915887,-0.7071067811865479,0.01,2
2009-07-05 17:00:00,5,0.7295134876507668,-0.40279759435577767,0.11320897256650327,0.9197649736713416,-0.4070079037196996,0.3106623443093571,-1.3350292694426202,-1.3660254037844386,-0.36602540378443954,0.035,2
2009-07-05 18:00:00,6,0.7196621279930489,-0.43734253819949226,0.11855567530170436,0.9055816571581237,-0.4443034116409943,0.3106623443093571,-1.3350292694426202,-1.4142135623730951,-1.0596794152334023e-16,0.03,2
2009-07-05 19:00:00,7,0.7754864993867838,-0.37861613366517755,0.17166817521236905,0.9331752004647138,-0.36861276538386845,0.3106623443093571,-1.3350292694426202,-1.366025403784439,0.3660254037844381,0.02,2
2009-07-05 20:00:00,8,0.834594657333091,-0.27498130213403393,0.2189313263869175,0.965574496959645,-0.2570447281824376,0.3106623443093571,-1.3350292694426202,-1.2247448713915896,0.7071067811865467,0.045,2
2009-07-05 21:00:00,9,0.8116081514650825,-0.2128004032153477,0.16109668518398804,0.9786385737143796,-0.19939840083961852,0.3106623443093571,-1.3350292694426202,-1.0000000000000002,0.9999999999999999,0.07,2
2009-07-05 22:00:00,10,0.6507026103890238,-0.23352736952157646,-0.08943143970083083,0.9645659317043682,-0.2610881152025825,0.3106623443093571,-1.3350292694426202,-0.7071067811865482,1.2247448713915887,0.085,2
2009-07-05 23:00:00,11,0.4405402710243757,-0.28879927967151975,-0.42857451337612174,0.9220739933353398,-0.40063378917484466,0.3106623443093571,-1.3350292694426202,-0.3660254037844398,1.3660254037844384,0.065,2
2009-07-06 00:00:00,12,0.2894860896060347,-0.2922537740558912,-0.6876689228367354,0.888223785615851,-0.48624913239372103,0.3106623443093571,-1.3350292694426202,-1.297656324300289e-17,1.414213562373095,0.015,2
2009-07-06 01:00:00,1,0.3879996861832136,-0.25425433582780516,-0.5338187355101907,0.9283139383601912,-0.38292953761976783,0.3106623443093571,-1.3350292694426202,0.36602540378443865,1.3660254037844388,0.01,3
2009-07-06 02:00:00,2,0.3814321130780684,-0.25425433582780516,-0.552701119364231,0.9278879466139682,-0.38416147018743113,0.3106623443093571,-1.3350292694426202,0.7071067811865475,1.2247448713915892,0.035,3
2009-07-06 03:00:00,3,0.3091888089214705,-0.3509801785902059,-0.6099338219615545,0.8591981087340237,-0.5493240028924816,0.3106623443093571,-1.3350292694426202,1.0,1.0000000000000002,0.09,3
2009-07-06 04:00:00,4,0.2041076392391465,-0.496068942733807,-0.6485923889498941,0.7153640950914931,-0.7849572184860528,0.3106623443093571,-1.3350292694426202,1.2247448713915892,0.7071067811865478,0.115,3
2009-07-06 05:00:00,5,0.11544540231968554,-0.5927947854962077,-0.6615707906246698,0.5771961133127292,-0.9451454146875129,0.3106623443093571,-1.3350292694426202,1.3660254037844386,0.36602540378443904,0.06,3
2009-07-06 06:00:00,6,0.09245889645167714,-0.5444318641150074,-0.7604413158241903,0.597909311880735,-0.9238868802040768,0.3106623443093571,-1.3350292694426202,1.4142135623730951,2.4041448097085706e-16,0.05,3
2009-07-06 07:00:00,7,0.16798598716084764,-0.29570826844026266,-0.9107219675536478,0.8483494905597092,-0.5710557862723533,0.3106623443093571,-1.3350292694426202,1.3660254037844388,-0.36602540378443826,0.03,3
2009-07-06 08:00:00,8,0.2993374492637527,0.029014203690654085,-0.8143310566827509,1.0065432122027986,0.017740164607121023,0.3106623443093571,-1.3350292694426202,1.2247448713915892,-0.707106781186547,0.0,3
2009-07-06 09:00:00,9,0.4175537651563672,0.2570108330591701,-0.552701119364231,0.9837480708693714,0.36328388426001257,0.3106623443093571,-1.3350292694426202,1.0000000000000002,-0.9999999999999997,0.0,3
2009-07-06 10:00:00,10,0.47994570965524713,0.26737431621228447,-0.42857451337612174,0.9844595236289913,0.3594443627193876,0.3106623443093571,-1.3350292694426202,0.707106781186548,-1.2247448713915885,0.04,3
