,hours,u,v,ws,wd_sin,wd_cos,month_sin,month_cos,wp1,index_forecasted_weather
2009-07-03 17:00:00,5,5.85,-4.29,7.26,0.8065477949867327,-0.5911688882223416,1.2246467991473532e-16,-1.0,0.221,2
2009-07-03 18:00:00,6,6.4,-4.14,7.62,0.8399988671959226,-0.5425881523859203,1.2246467991473532e-16,-1.0,0.226,2
2009-07-03 19:00:00,7,6.65,-3.81,7.67,0.8675051194719098,-0.4974282538115698,1.2246467991473532e-16,-1.0,0.301,2
2009-07-03 20:00:00,8,6.68,-3.44,7.52,0.8889372138718589,-0.4580290709046065,1.2246467991473532e-16,-1.0,0.421,2
2009-07-03 21:00:00,9,6.63,-3.17,7.35,0.9022092489132824,-0.43129858703145646,1.2246467991473532e-16,-1.0,0.486,2
2009-07-03 22:00:00,10,6.6,-3.09,7.28,0.9056428219842818,-0.4240413647138054,1.2246467991473532e-16,-1.0,0.476,2
2009-07-03 23:00:00,11,6.47,-3.08,7.17,0.902885617815122,-0.4298808685468632,1.2246467991473532e-16,-1.0,0.476,2
2009-07-04 00:00:00,12,6.12,-2.98,6.81,0.8987940462991669,-0.4383711467890775,1.2246467991473532e-16,-1.0,0.521,2
2009-07-04 01:00:00,1,5.46,-2.26,5.91,0.9242131349760533,-0.38187704976567466,1.2246467991473532e-16,-1.0,0.476,3
2009-07-04 02:00:00,2,4.87,-2.29,5.38,0.9046783723333295,-0.426095109843234,1.2246467991473532e-16,-1.0,0.501,3
2009-07-04 03:00:00,3,4.39,-2.17,4.89,0.8961768898962448,-0.4436969483959677,1.2246467991473532e-16,-1.0,0.662,3
2009-07-04 04:00:00,4,4.0,-1.96,4.45,0.8981810887869784,-0.43962567230023986,1.2246467991473532e-16,-1.0,0.747,3
2009-07-04 05:00:00,5,3.67,-1.73,4.06,0.904529581968324,-0.42641087620299856,1.2246467991473532e-16,-1.0,0.622,3
2009-07-04 06:00:00,6,3.35,-1.57,3.7,0.9053465645895185,-0.42467351928976804,1.2246467991473532e-16,-1.0,0.406,3
2009-07-04 07:00:00,7,3.02,-1.55,3.4,0.8904512053274407,-0.4550787304751871,1.2246467991473532e-16,-1.0,0.19,3
2009-07-04 08:00:00,8,2.83,-1.66,3.28,0.8626902557625368,-0.5057326592305157,1.2246467991473532e-16,-1.0,0.11,3
2009-07-04 09:00:00,9,2.95,-1.91,3.52,0.8397146535714335,-0.5430279003673821,1.2246467991473532e-16,-1.0,0.075,3
2009-07-04 10:00:00,10,3.49,-2.28,4.17,0.837241833837739,-0.5468328004719722,1.2246467991473532e-16,-1.0,0.135,3
2009-07-04 11:00:00,11,4.25,-2.73,5.05,0.8411334180111025,-0.5408276741300873,1.2246467991473532e-16,-1.0,0.11,3
2009-07-04 12:00:00,12,4.93,-3.21,5.88,0.838385280663431,-0.5450780872195287,1.2246467991473532e-16,-1.0,0.201,3
2009-07-04 13:00:00,1,4.9,-4.56,6.7,0.7320674874917129,-0.6812321144496718,1.2246467991473532e-16,-1.0,0.386,4
2009-07-04 14:00:00,2,4.99,-4.55,6.75,0.7393961242371206,-0.6732706524594135,1.2246467991473532e-16,-1.0,0.461,4
2009-07-04 15:00:00,3,4.85,-4.5,6.61,0.7331366608028573,-0.6800813455659817,1.2246467991473532e-16,-1.0,0.451,4
2009-07-04 16:00:00,4,4.56,-4.41,6.34,0.7186119615049985,-0.6954112803096729,1.2246467991473532e-16,-1.0,0.376,4
2009-07-04 17:00:00,5,4.3,-4.32,6.09,0.7052531588616175,-0.7089555570807735,1.2246467991473532e-16,-1.0,0.266,4
2009-07-04 18:00:00,6,4.26,-4.26,6.02,0.7068599112822539,-0.7073535649320247,1.2246467991473532e-16,-1.0,0.241,4
2009-07-04 19:00:00,7,4.54,-4.24,6.21,0.730758267372066,-0.6826363268002782,1.2246467991473532e-16,-1.0,0.236,4
2009-07-04 20:00:00,8,4.86,-4.11,6.36,0.7634579630955853,-0.6458575218931338,1.2246467991473532e-16,-1.0,0.226,4
2009-07-04 21:00:00,9,4.83,-3.68,6.07,0.7950502273246647,-0.6065435977990362,1.2246467991473532e-16,-1.0,0.271,4
2009-07-04 22:00:00,10,4.22,-2.87,5.1,0.8268843197776317,-0.5623720491861979,1.2246467991473532e-16,-1.0,0.271,4
2009-07-04 23:00:00,11,3.35,-1.92,3.86,0.868458513820212,-0.49576184783945276,1.2246467991473532e-16,-1.0,0.296,4
2009-07-05 00:00:00,12,2.71,-1.16,2.95,0.9189977715934213,-0.394262724342951,1.2246467991473532e-16,-1.0,0.19,4
2009-07-05 01:00:00,1,3.52,-1.02,3.66,0.9600986791396598,-0.27966144946037974,1.2246467991473532e-16,-1.0,0.12,1
2009-07-05 02:00:00,2,3.22,-0.85,3.33,0.9671791156156329,-0.25409556925881704,1.2246467991473532e-16,-1.0,0.195,1
2009-07-05 03:00:00,3,3.11,-0.67,3.18,0.9773051109044187,-0.2118365412295571,1.2246467991473532e-16,-1.0,0.281,1
2009-07-05 04:00:00,4,3.12,-0.51,3.17,0.9868839065636126,-0.16143157982793443,1.2246467991473532e-16,-1.0,0.221,1
2009-07-05 05:00:00,5,3.21,-0.38,3.24,0.9929655081065369,-0.11840396830650082,1.2246467991473532e-16,-1.0,0.14,1
2009-07-05 06:00:00,6,3.32,-0.32,3.34,0.995446246636795,-0.09532455117500985,1.2246467991473532e-16,-1.0,0.216,1
2009-07-05 07:00:00,7,3.39,-0.32,3.41,0.9955455244406786,-0.09428207022617989,1.2246467991473532e-16,-1.0,0.281,1
2009-07-05 08:00:00,8,3.43,-0.32,3.44,0.9957085613100801,-0.0925443727830622,1.2246467991473532e-16,-1.0,0.206,1
2009-07-05 09:00:00,9,3.43,-0.22,3.43,0.9980376722404478,-0.06261633004950365,1.2246467991473532e-16,-1.0,0.185,1
2009-07-05 10:00:00,10,3.41,0.03,3.41,0.9999522363688097,0.009773688199249151,1.2246467991473532e-16,-1.0,0.246,1
2009-07-05 11:00:00,11,3.4,0.27,3.41,0.996944660387867,0.0781111011580336,1.2246467991473532e-16,-1.0,0.266,1
2009-07-05 12:00:00,12,3.44,0.27,3.45,0.9968898856070358,0.07880708073765358,1.2246467991473532e-16,-1.0,0.165,1
2009-07-05 13:00:00,1,3.53,0.43,3.55,0.9925674067368684,0.12169610956660935,1.2246467991473532e-16,-1.0,0.025,2
2009-07-05 14:00:00,2,3.94,-0.06,3.94,0.9998925328992174,-0.014660240529660803,1.2246467991473532e-16,-1.0,0.01,2
2009-07-05 15:00:00,3,4.06,-0.56,4.1,0.9905094632383088,-0.13744454603714668,1.2246467991473532e-16,-1.0,0.0,2
2009-07-05 16:00:00,4,3.98,-1.03,4.11,0.9678410210318038,-0.25156263237634385,1.2246467991473532e-16,-1.0,0.01,2
2009-07-05 17:00:00,5,3.85,-1.38,4.09,0.9415881558950301,-0.33676660267638836,1.2246467991473532e-16,-1.0,0.035,2
2009-07-05 18:00:00,6,3.82,-1.48,4.1,0.9322606716216888,-0.36178728577366803,1.2246467991473532e-16,-1.0,0.03,2
2009-07-05 19:00:00,7,3.99,-1.31,4.2,0.9504072271891487,-0.31100820327868167,1.2246467991473532e-16,-1.0,0.02,2
2009-07-05 20:00:00,8,4.17,-1.01,4.29,0.9717142274413223,-0.23615981916514525,1.2246467991473532e-16,-1.0,0.045,2
2009-07-05 21:00:00,9,4.1,-0.83,4.18,0.9803056574049664,-0.19748624777390592,1.2246467991473532e-16,-1.0,0.07,2
2009-07-05 22:00:00,10,3.61,-0.89,3.72,0.9710509568622256,-0.23887243285267556,1.2246467991473532e-16,-1.0,0.085,2
2009-07-05 23:00:00,11,2.97,-1.05,3.14,0.9431066543775752,-0.3324903584598157,1.2246467991473532e-16,-1.0,0.065,2
2009-07-06 00:00:00,12,2.51,-1.06,2.73,0.9208454801410262,-0.38992768778818837,1.2246467991473532e-16,-1.0,0.015,2
2009-07-06 01:00:00,1,2.81,-0.95,2.97,0.9472102777460288,-0.3206129905856763,1.2246467991473532e-16,-1.0,0.01,3
2009-07-06 02:00:00,2,2.79,-0.95,2.94,0.9469301294951057,-0.3214394653031616,1.2246467991473532e-16,-1.0,0.035,3
2009-07-06 03:00:00,3,2.57,-1.23,2.85,0.9017570994801264,-0.43224314168901445,1.2246467991473532e-16,-1.0,0.09,3
2009-07-06 04:00:00,4,2.25,-1.65,2.79,0.8071664232464002,-0.5903239493562947,1.2246467991473532e-16,-1.0,0.115,3
2009-07-06 05:00:00,5,1.98,-1.93,2.77,0.7163019434246544,-0.69779045984168,1.2246467991473532e-16,-1.0,0.06,3
2009-07-06 06:00:00,6,1.91,-1.79,2.62,0.7299237246007014,-0.6835286067642228,1.2246467991473532e-16,-1.0,0.05,3
2009-07-06 07:00:00,7,2.14,-1.07,2.4,0.8946226386991024,-0.44682248637132765,1.2246467991473532e-16,-1.0,0.03,3
2009-07-06 08:00:00,8,2.54,-0.13,2.54,0.998656800905955,-0.05181306789106228,1.2246467991473532e-16,-1.0,0.0,3
2009-07-06 09:00:00,9,2.9,0.53,2.94,0.9836658555866438,0.1800041237110866,1.2246467991473532e-16,-1.0,0.0,3
2009-07-06 10:00:00,10,3.09,0.56,3.14,0.9841337337744002,0.177428278600842,1.2246467991473532e-16,-1.0,0.04,3
2009-07-06 11:00:00,11,3.23,0.14,3.23,0.9989941848579477,0.044839922167692295,1.2246467991473532e-16,-1.0,0.04,3
2009-07-06 12:00:00,12,3.48,-0.38,3.5,0.9941886022913522,-0.10765232498170947,1.2246467991473532e-16,-1.0,0.09,3
2009-07-06 13:00:00,1,4.15,-1.26,4.34,0.9569656642053489,-0.290201167351228,1.2246467991473532e-16,-1.0,0.125,4
2009-07-06 14:00:00,2,4.79,-1.57,5.05,0.9502442534023859,-0.3115057926840881,1.2246467991473532e-16,-1.0,0.085,4
2009-07-06 15:00:00,3,5.34,-1.82,5.64,0.9464240455433773,-0.3229265025006576,1.2246467991473532e-16,-1.0,0.055,4
2009-07-06 16:00:00,4,5.77,-2.0,6.1,0.9446630008984905,-0.32804239776812166,1.2246467991473532e-16,-1.0,0.085,4
2009-07-06 17:00:00,5,6.11,-2.06,6.45,0.947378020466135,-0.3201169885177412,1.2246467991473532e-16,-1.0,0.211,4
2009-07-06 18:00:00,6,6.4,-1.95,6.69,0.9567628323805502,-0.2908691846434532,1.2246467991473532e-16,-1.0,0.266,4
2009-07-06 19:00:00,7,6.64,-1.64,6.84,0.9707164815781907,-0.24022804247726387,1.2246467991473532e-16,-1.0,0.185,4
2009-07-06 20:00:00,8,6.62,-1.39,6.77,0.9785449596177173,-0.20603340022132352,1.2246467991473532e-16,-1.0,0.16,4
2009-07-06 21:00:00,9,6.12,-1.5,6.3,0.9712590426092713,-0.2380249401842624,1.2246467991473532e-16,-1.0,0.075,4
2009-07-06 22:00:00,10,5.0,-2.12,5.43,0.9209135213353681,-0.38976696399476013,1.2246467991473532e-16,-1.0,0.175,4
2009-07-06 23:00:00,11,3.6,-2.84,4.58,0.7852088666422865,-0.6192310035409531,1.2246467991473532e-16,-1.0,0.12,4
2009-07-07 00:00:00,12,2.35,-3.12,3.91,0.6026510221676314,-0.7980048530430809,1.2246467991473532e-16,-1.0,0.02,4
2009-07-07 01:00:00,1,2.3,-2.16,3.15,0.7282513717976846,-0.685310104605784,1.2246467991473532e-16,-1.0,0.05,1
2009-07-07 02:00:00,2,1.95,-1.51,2.46,0.7909032297134246,-0.6119412400131845,1.2246467991473532e-16,-1.0,0.07,1
2009-07-07 03:00:00,3,1.8,-1.07,2.1,0.8588705155093773,-0.5121927738543921,1.2246467991473532e-16,-1.0,0.005,1
2009-07-07 04:00:00,4,1.84,-0.82,2.01,0.9139708902740612,-0.4057797576661999,1.2246467991473532e-16,-1.0,0.0,1
2009-07-07 05:00:00,5,2.06,-0.68,2.17,0.9499175243290577,-0.31250071515526817,1.2246467991473532e-16,-1.0,0.03,1
2009-07-07 06:00:00,6,2.47,-0.6,2.54,0.9717142274413223,-0.23615981916514525,1.2246467991473532e-16,-1.0,0.02,1
2009-07-07 07:00:00,7,3.06,-0.54,3.11,0.9846558414224508,-0.17450751832699188,1.2246467991473532e-16,-1.0,0.075,1
2009-07-07 08:00:00,8,3.72,-0.51,3.76,0.990700406440892,-0.13606140039648068,1.2246467991473532e-16,-1.0,0.105,1
2009-07-07 09:00:00,9,4.35,-0.53,4.39,0.9925886315970824,-0.12152287202099582,1.2246467991473532e-16,-1.0,0.16,1
2009-07-07 10:00:00,10,4.85,-0.64,4.89,0.9914448613738104,-0.1305261922200516,1.2246467991473532e-16,-1.0,0.18,1
2009-07-07 11:00:00,11,5.16,-0.88,5.24,0.9857328610198625,-0.16831733928979656,1.2246467991473532e-16,-1.0,0.231,1
2009-07-07 12:00:00,12,5.29,-1.33,5.45,0.9699569938762973,-0.24327644775122914,1.2246467991473532e-16,-1.0,0.306,1
2009-07-07 13:00:00,1,5.62,-1.84,5.91,0.9505157316277838,-0.3106764296307316,1.2246467991473532e-16,-1.0,0.286,2
2009-07-07 14:00:00,2,5.95,-2.39,6.41,0.9280964223647349,-0.3723399398315733,1.2246467991473532e-16,-1.0,0.246,2
2009-07-07 15:00:00,3,6.15,-2.74,6.73,0.9132612792957806,-0.40737431894884363,1.2246467991473532e-16,-1.0,0.306,2
2009-07-07 16:00:00,4,6.25,-2.94,6.91,0.9047527261798467,-0.4259372071915476,1.2246467991473532e-16,-1.0,0.306,2
2009-07-07 17:00:00,5,6.3,-3.06,7.0,0.8996340015476011,-0.4366447792650805,1.2246467991473532e-16,-1.0,0.306,2
2009-07-07 18:00:00,6,6.35,-3.16,7.09,0.8951678675443034,-0.44572916543141355,1.2246467991473532e-16,-1.0,0.316,2
2009-07-07 19:00:00,7,6.44,-3.3,7.24,0.8899741598379232,-0.4560109591016237,1.2246467991473532e-16,-1.0,0.381,2
2009-07-07 20:00:00,8,6.52,-3.37,7.34,0.8881364488135446,-0.4595798606214878,1.2246467991473532e-16,-1.0,0.411,2
2009-07-07 21:00:00,9,6.51,-3.24,7.27,0.8950900594954226,-0.445885394908244,1.2246467991473532e-16,-1.0,0.426,2
2009-07-07 22:00:00,10,6.34,-2.82,6.94,0.9136873798555497,-0.40641773078041304,1.2246467991473532e-16,-1.0,0.391,2
2009-07-07 23:00:00,11,5.99,-2.23,6.39,0.9370384119054841,-0.3492263085932221,1.2246467991473532e-16,-1.0,0.346,2
2009-07-08 00:00:00,12,5.42,-1.64,5.66,0.9569149999715515,-0.2903681849470524,1.2246467991473532e-16,-1.0,0.316,2
2009-07-08 01:00:00,1,5.45,-1.1,5.56,0.9802711746217219,-0.19765734037912613,1.2246467991473532e-16,-1.0,0.271,3
2009-07-08 02:00:00,2,5.12,-0.82,5.18,0.9873585390151003,-0.15850273005209273,1.2246467991473532e-16,-1.0,0.276,3
2009-07-08 03:00:00,3,4.73,-0.82,4.8,0.9853186419246217,-0.17072543417961808,1.2246467991473532e-16,-1.0,0.226,3
2009-07-08 04:00:00,4,4.3,-1.0,4.42,0.9739759672790517,-0.22665130743685497,1.2246467991473532e-16,-1.0,0.276,3
2009-07-08 05:00:00,5,3.87,-1.22,4.05,0.9536644531597417,-0.3008722499326432,1.2246467991473532e-16,-1.0,0.216,3
2009-07-08 06:00:00,6,3.42,-1.31,3.67,0.9340798923554655,-0.35706407645855665,1.2246467991473532e-16,-1.0,0.145,3
2009-07-08 07:00:00,7,3.01,-1.18,3.23,0.9310558158625283,-0.36487678433761966,1.2246467991473532e-16,-1.0,0.1,3
2009-07-08 08:00:00,8,2.7,-1.03,2.89,0.9343289424566121,-0.35641187871325064,1.2246467991473532e-16,-1.0,0.07,3
2009-07-08 09:00:00,9,2.62,-1.15,2.86,0.9162229255615623,-0.40066887909521,1.2246467991473532e-16,-1.0,0.06,3
2009-07-08 10:00:00,10,2.81,-1.71,3.29,0.8540051388850991,-0.520264569962094,1.2246467991473532e-16,-1.0,0.06,3
2009-07-08 11:00:00,11,3.03,-2.53,3.95,0.7672770942107038,-0.6413157262219434,1.2246467991473532e-16,-1.0,0.045,3
2009-07-08 12:00:00,12,3.01,-3.34,4.49,0.669260299406995,-0.7430280288371761,1.2246467991473532e-16,-1.0,0.045,3
2009-07-08 13:00:00,1,2.41,-3.85,4.54,0.5308070473997596,-0.8474927011076552,1.2246467991473532e-16,-1.0,0.085,4
2009-07-08 14:00:00,2,1.95,-4.31,4.73,0.41183247328757483,-0.9112595755029622,1.2246467991473532e-16,-1.0,0.085,4
2009-07-08 15:00:00,3,1.62,-4.47,4.76,0.3398871698650421,-0.9404662204253441,1.2246467991473532e-16,-1.0,0.08,4
2009-07-08 16:00:00,4,1.38,-4.42,4.63,0.2983745340122606,-0.9544488658136518,1.2246467991473532e-16,-1.0,0.095,4
2009-07-08 17:00:00,5,1.2,-4.26,4.43,0.27228024704057463,-0.9622179935292853,1.2246467991473532e-16,-1.0,0.05,4
2009-07-08 18:00:00,6,1.05,-4.1,4.23,0.24784454431599992,-0.9687998151593519,1.2246467991473532e-16,-1.0,0.035,4
2009-07-08 19:00:00,7,0.88,-4.02,4.12,0.21268932005903085,-0.9771198765416795,1.2246467991473532e-16,-1.0,0.055,4
2009-07-08 20:00:00,8,0.63,-3.92,3.97,0.15798572862639884,-0.9874413955017208,1.2246467991473532e-16,-1.0,0.04,4
2009-07-08 21:00:00,9,0.25,-3.66,3.67,0.06749289509889644,-0.9977197547964907,1.2246467991473532e-16,-1.0,0.035,4
2009-07-08 22:00:00,10,-0.27,-3.17,3.18,-0.0862863657979232,-0.9962703764929413,1.2246467991473532e-16,-1.0,0.02,4
2009-07-08 23:00:00,11,-0.76,-2.63,2.74,-0.2769792612217225,-0.9608758966968985,1.2246467991473532e-16,-1.0,0.025,4
2009-07-09 00:00:00,12,-0.98,-2.32,2.52,-0.3876764760215665,-0.9217955033192013,1.2246467991473532e-16,-1.0,0.06,4
2009-07-09 01:00:00,1,-0.29,-2.33,2.35,-0.12204257353133297,-0.992524866311091,1.2246467991473532e-16,-1.0,0.03,1
2009-07-09 02:00:00,2,-0.04,-2.45,2.45,-0.015881828465203925,-0.9998738758086451,1.2246467991473532e-16,-1.0,0.045,1
2009-07-09 03:00:00,3,0.1,-2.5,2.5,0.039957399601580616,-0.9992013842149537,1.2246467991473532e-16,-1.0,0.065,1
2009-07-09 04:00:00,4,0.13,-2.45,2.45,0.051638768610056576,-0.9986658287817988,1.2246467991473532e-16,-1.0,0.075,1
2009-07-09 05:00:00,5,0.0,-2.21,2.21,0.0001745329243134484,-0.9999999847691291,1.2246467991473532e-16,-1.0,0.135,1
2009-07-09 06:00:00,6,-0.33,-1.68,1.71,-0.19012364387809022,-0.9817601540287307,1.2246467991473532e-16,-1.0,0.185,1
